final_k,n,passed_questions,pass_rate,mean_behavior_score,mean_answer_correctness,mean_faithfulness,faithfulness_count,mean_overall_score,page_hit_rate,mean_page_recall,all_pages_count,all_pages_rate,mean_mrr,mean_unique_pages,mean_context_overlap_pairs,mean_context_tokens,median_context_tokens,median_retrieval_seconds,median_rerank_seconds,median_generation_seconds,median_total_seconds,safety_violation_count,safety_violation_rate
3,140,137,0.9785714285714285,0.9921428571428572,0.9835714285714285,0.9992805755395684,139,4.921428571428572,1.0,0.9553571428571429,126.0,0.9,0.9357142857142857,2.8857142857142857,0.06428571428571428,1141.7482142857143,1165.5,0.36287920050040157,0.34447530449995156,15.109767703000102,17.545987691999926,0,0.0
5,140,138,0.9857142857142858,0.9964285714285714,0.9914285714285715,0.9907142857142857,140,4.942857142857143,1.0,0.9791666666666667,134.0,0.9571428571428572,0.9357142857142857,4.685714285714286,0.2,1865.755357142857,1848.125,0.36052372550057044,0.34135553200030694,14.084897953499876,14.426688279000246,0,0.0
